	1	2	3	4	5	score	sum
jane	0	0	2	4	3	0.31757447619364365	9
filling	0	2	0	3	4	-0.1224593312018546	9
prev	1	1	0	3	4	-0.2310585786300049	9
capuccino	0	0	6	0	3	0.45257412682243336	9
webupdater	1	0	1	3	4	-0.1224593312018546	9
firework	0	0	0	6	3	0.4890130573694068	9
recipes	0	0	1	1	7	0.49592986228410396	9
bark	1	0	1	1	6	0.42414181997875655	9
nitpicks	0	2	1	4	2	0.1224593312018546	9
byrne	0	0	0	1	8	0.4994472213630764	9
checked	1	0	2	0	6	0.3807970779778823	9
unclip	0	2	2	2	3	-0.4525741268224332	9
resell	2	2	1	2	2	-0.4968273171575148	9
peep	1	1	2	1	4	-0.3807970779778824	9
finalized	0	2	1	3	3	-0.3519528019683105	9
rockin	1	0	0	3	5	0.31757447619364365	9
carl	3	0	1	2	3	-0.49752737684336523	9
hidef	0	0	1	6	2	0.4890130573694068	9
circumvent	0	0	1	3	5	0.42414181997875655	9
zippy	1	2	0	2	4	-0.3807970779778824	9
wakeup	0	0	4	2	3	0.0	9
comprehension	3	1	0	1	4	-0.48201379003790845	9
exec	3	2	1	1	2	-0.4890130573694068	9
reaktor	0	0	1	2	6	0.48201379003790845	9
equalize	1	0	1	3	4	-0.1224593312018546	9
badge	0	0	0	3	6	0.4890130573694068	9
reheat	0	0	0	5	4	0.45257412682243336	9
qosmio	0	4	0	2	3	-0.42414181997875644	9
char	1	0	1	3	4	-0.1224593312018546	9
basicly	2	1	1	1	4	-0.4525741268224332	9
cupholders	1	0	0	3	5	0.31757447619364365	9
hughes	4	0	2	2	1	-0.4525741268224332	9
communicator	2	1	0	1	5	-0.2310585786300049	9
bootcamp	3	0	0	1	5	-0.31757447619364365	9
ultrasharp	1	0	0	1	7	0.4890130573694068	9
pepsi	2	0	1	0	6	0.2310585786300049	9
legendary	3	1	0	0	5	-0.42414181997875644	9
workshop	0	0	1	1	7	0.49592986228410396	9
pitiful	7	1	0	0	1	0.4890130573694068	9
lookin	2	1	0	1	5	-0.2310585786300049	9
wiht	0	1	0	5	3	0.42414181997875655	9
powerball	0	0	0	0	9	0.4998766054240137	9
judy	0	1	0	1	8	0.49752737684336534	10
reinstallation	8	0	0	0	2	0.48201379003790845	10
hydride	0	1	1	5	3	0.3807970779778823	10
brownstone	0	0	0	0	10	0.4999546021312976	10
raleigh	1	0	0	2	7	0.48201379003790845	10
bulbs	0	1	1	3	5	0.2310585786300049	10
philosophy	3	1	2	2	2	-0.498498817743263	10
consecutive	1	1	1	1	6	0.2310585786300049	10
eighth	4	0	0	3	3	-0.498498817743263	10
recommand	2	0	1	5	2	0.1224593312018546	10
vue	0	0	5	4	1	0.3807970779778823	10
paramount	1	0	0	5	4	0.31757447619364365	10
xbs	0	0	0	0	10	0.4999546021312976	10
lookout	1	1	1	1	6	0.2310585786300049	10
flaws	0	1	1	1	7	0.48201379003790845	10
prefold	1	1	0	4	4	-0.2310585786300049	10
uncertain	3	0	1	2	4	-0.48201379003790845	10
literal	0	3	0	0	7	0.42414181997875655	10
crude	2	0	1	5	2	0.1224593312018546	10
comparing	0	1	0	1	8	0.49752737684336534	10
globe	2	0	1	0	7	0.3807970779778823	10
hlr	4	0	0	1	5	-0.4706877692486437	10
nub	0	0	0	4	6	0.48201379003790845	10
warped	1	3	0	4	2	-0.31757447619364365	10
veer	0	0	1	1	8	0.498498817743263	10
changeable	0	0	0	4	6	0.48201379003790845	10
finereader	1	2	1	3	3	-0.4706877692486437	10
caching	1	0	0	1	8	0.49592986228410396	10
revive	2	1	3	2	2	-0.42414181997875644	10
garrity	0	0	9	0	1	0.49966464986953363	10
gooseneck	3	1	1	5	0	-0.2310585786300049	10
ptp	0	0	0	9	1	0.4997965730219448	10
ghetto	0	0	1	5	4	0.42414181997875655	10
hone	1	1	0	3	5	0.0	10
reno	0	0	6	2	2	0.45257412682243336	10
racing	0	0	0	1	9	0.4997965730219448	10
rerouted	0	0	0	2	8	0.4990889488055994	10
vocabulary	1	1	2	0	6	0.1224593312018546	10
ranch	2	1	0	1	6	0.0	10
poison	0	1	1	1	7	0.48201379003790845	10
encoded	1	1	2	1	5	-0.2310585786300049	10
goodwill	6	2	0	1	1	0.31757447619364365	10
pooped	1	0	2	1	6	0.31757447619364365	10
reroutes	0	1	0	3	6	0.45257412682243336	10
bonejangles	0	0	0	3	7	0.49592986228410396	10
corn	2	0	2	2	4	-0.4525741268224332	10
jetshell	0	0	0	0	10	0.4999546021312976	10
continental	0	0	1	6	3	0.48201379003790845	10
pearl	0	0	0	2	8	0.4990889488055994	10
continous	0	0	1	5	4	0.42414181997875655	10
cta	5	1	0	1	3	-0.4525741268224332	10
pharmacy	0	0	0	6	4	0.48201379003790845	10
bookkeeping	1	2	0	2	5	-0.2310585786300049	10
blurb	3	0	3	3	1	-0.4847328461196256	10
knot	0	1	1	5	3	0.3807970779778823	10
nick	0	0	2	3	5	0.31757447619364365	10
furthest	0	1	0	3	6	0.45257412682243336	10
pavillion	3	1	0	3	3	-0.49752737684336523	10
crackling	3	1	1	3	2	-0.49592986228410385	10
connected	2	2	2	4	0	-0.3807970779778824	10
nashville	0	0	0	4	6	0.48201379003790845	10
ferry	0	0	0	5	5	0.42414181997875655	10
photostudio	3	0	0	6	1	0.2310585786300049	10
karma	1	0	2	3	4	-0.31757447619364365	10
powerdvd	8	0	0	2	0	0.49330714907571527	10
handsfree	0	1	0	2	7	0.4890130573694068	10
crispy	0	0	2	0	8	0.49752737684336534	10
grown	0	0	1	2	7	0.49330714907571527	10
grad	2	0	2	3	3	-0.4706877692486437	10
frank	2	0	1	2	5	-0.2310585786300049	10
peck	4	0	3	1	2	-0.4890130573694068	10
proporta	0	4	0	0	6	0.0	10
cello	2	0	4	3	1	-0.1224593312018546	10
cuando	1	0	0	4	5	0.2310585786300049	10
breastfeeding	0	3	1	1	5	-0.2310585786300049	10
jut	0	1	0	3	6	0.45257412682243336	10
entice	5	3	1	0	1	0.1224593312018546	10
gif	2	0	0	3	5	-0.1224593312018546	10
cdx	0	0	0	0	10	0.4999546021312976	10
lateral	0	0	1	2	7	0.49330714907571527	10
finished	1	0	0	2	7	0.48201379003790845	10
bull	2	0	0	0	8	0.48201379003790845	10
greatness	1	0	2	2	5	0.0	10
biggy	0	0	0	3	7	0.49592986228410396	10
fling	0	1	0	5	4	0.3807970779778823	10
cincinnati	2	2	1	2	3	-0.49752737684336523	10
pierce	3	1	1	1	4	-0.49330714907571516	10
gloomy	0	1	2	3	4	-0.2310585786300049	10
blueish	0	2	0	5	3	0.31757447619364365	10
gorilla	0	0	1	2	7	0.49330714907571527	10
litle	0	0	2	2	6	0.45257412682243336	10
rape	0	7	0	1	2	0.45257412682243336	10
foldable	2	0	1	2	5	-0.2310585786300049	10
powercenter	0	0	0	5	5	0.42414181997875655	10
websites	2	0	1	3	4	-0.42414181997875644	10
windowsxp	3	0	0	3	4	-0.4706877692486437	10
exquisite	0	0	0	2	8	0.4990889488055994	10
portray	2	1	1	3	3	-0.48201379003790845	10
commend	1	0	1	3	5	0.1224593312018546	10
passing	0	0	2	1	7	0.4890130573694068	10
lookup	0	0	0	6	4	0.48201379003790845	10
everyones	0	0	3	2	5	0.2310585786300049	10
concede	3	1	2	2	2	-0.498498817743263	10
pup	0	2	6	1	1	0.47068776924864364	10
hte	2	1	1	2	4	-0.4706877692486437	10
probability	3	2	0	0	5	-0.48201379003790845	10
chintzy	1	2	1	4	2	-0.2310585786300049	10
blare	3	1	0	1	5	-0.4525741268224332	10
restocking	8	0	0	0	2	0.48201379003790845	10
velvia	0	0	0	3	7	0.49592986228410396	10
bikers	0	0	0	2	8	0.4990889488055994	10
conversely	0	3	0	3	4	-0.3807970779778824	10
judgment	3	1	0	2	4	-0.4890130573694068	10
richness	0	1	2	2	5	0.1224593312018546	10
boundary	1	0	0	2	7	0.48201379003790845	10
rubato	2	1	4	2	1	-0.1224593312018546	10
fillup	0	1	0	4	5	0.31757447619364365	10
blogspot	0	0	0	5	5	0.42414181997875655	10
horizon	0	0	0	2	8	0.4990889488055994	10
resulting	4	1	1	1	3	-0.49330714907571516	10
craigslist	4	0	1	2	3	-0.49752737684336523	10
pe	2	1	3	1	3	-0.4890130573694068	10
versitile	0	1	0	1	8	0.49752737684336534	10
radon	7	0	0	2	1	0.3807970779778823	10
handed	0	0	0	7	3	0.49592986228410396	10
grit	4	0	1	2	3	-0.49752737684336523	10
expend	4	2	0	1	3	-0.4890130573694068	10
horrify	6	1	1	2	0	0.31757447619364365	10
revisit	1	1	0	4	4	-0.2310585786300049	10
niagara	0	0	0	3	7	0.49592986228410396	10
classify	2	3	0	4	1	-0.42414181997875644	10
highways	0	2	1	4	3	0.0	10
genuinely	3	0	4	2	1	-0.2310585786300049	10
recievers	1	1	1	1	6	0.2310585786300049	10
blocking	2	2	3	0	3	-0.49330714907571516	10
upsetting	4	1	0	2	3	-0.49592986228410385	10
refine	0	1	2	2	5	0.1224593312018546	10
reconfigured	0	0	0	6	4	0.48201379003790845	10
billion	3	0	1	2	4	-0.48201379003790845	10
pertain	2	0	1	3	4	-0.42414181997875644	10
chute	0	0	0	3	7	0.49592986228410396	10
rearview	0	2	0	1	7	0.47068776924864364	10
litte	0	1	3	1	5	0.0	10
resetting	2	3	2	2	1	-0.42414181997875644	10
wacky	4	0	0	4	2	-0.4890130573694068	10
cp	1	0	1	6	2	0.45257412682243336	10
recreation	3	0	0	2	5	-0.3807970779778824	10
joyful	0	0	0	0	10	0.4999546021312976	10
bateries	2	1	1	2	4	-0.4706877692486437	10
excursion	0	0	1	5	4	0.42414181997875655	10
comparision	3	0	0	0	7	0.2310585786300049	10
corrode	1	2	0	1	6	0.1224593312018546	10
esoteric	2	1	0	3	4	-0.4525741268224332	10
cyberlink	6	0	0	3	1	-0.1224593312018546	10
puny	0	0	1	1	8	0.498498817743263	10
convoluted	3	0	3	1	3	-0.4970802502076078	10
forecast	2	0	4	0	4	-0.4525741268224332	10
bicep	0	0	5	4	1	0.3807970779778823	10
fret	0	0	1	6	3	0.48201379003790845	10
blvd	0	0	3	6	1	0.48201379003790845	10
bj	4	0	0	1	5	-0.4706877692486437	10
cgi	0	0	0	3	7	0.49592986228410396	10
br	1	0	0	4	5	0.2310585786300049	10
wore	0	2	0	1	7	0.47068776924864364	10
prohibit	1	1	2	1	5	-0.2310585786300049	10
windsheild	0	0	2	5	3	0.42414181997875655	10
naive	2	2	0	4	2	-0.3807970779778824	10
beatles	2	1	3	2	2	-0.42414181997875644	10
boxy	0	1	1	3	5	0.2310585786300049	10
rebooting	0	2	1	1	6	0.31757447619364365	10
rotten	5	1	0	2	2	-0.42414181997875644	10
gc	7	0	0	2	1	0.3807970779778823	10
bs	1	1	0	6	2	0.42414181997875655	10
conceivable	3	1	0	1	5	-0.4525741268224332	10
barlow	1	0	3	1	5	-0.1224593312018546	10
ranking	4	0	0	4	2	-0.4890130573694068	10
uncluttered	0	0	0	5	5	0.42414181997875655	10
knack	0	0	0	5	5	0.42414181997875655	10
childrens	2	0	2	2	4	-0.4525741268224332	10
nirvana	1	0	0	1	8	0.49592986228410396	10
fwd	0	0	4	4	2	0.1224593312018546	10
waranty	8	0	1	0	1	0.49330714907571527	10
franklin	5	0	0	4	1	-0.4525741268224332	10
blatant	2	2	4	2	0	0.0	10
ultraportable	0	0	2	5	3	0.42414181997875655	10
netbook	0	0	2	2	6	0.45257412682243336	10
locationfree	10	0	0	0	0	0.4999546021312976	10
utmost	0	1	3	2	4	-0.31757447619364365	10
highs	1	0	0	2	7	0.48201379003790845	10
ext	1	0	1	5	3	0.31757447619364365	10
escalate	5	2	2	1	0	0.1224593312018546	10
erroneous	3	0	1	3	3	-0.4970802502076078	10
charcoal	1	0	0	2	7	0.48201379003790845	10
xgauge	0	0	0	0	10	0.4999546021312976	10
velvety	0	0	1	0	9	0.49966464986953363	10
evolution	1	2	0	3	4	-0.42414181997875644	10
bouncing	0	0	2	1	7	0.4890130573694068	10
resturants	0	0	0	2	8	0.4990889488055994	10
chessbase	1	0	0	0	9	0.4990889488055994	10
envious	0	0	0	3	7	0.49592986228410396	10
lnr	0	0	0	4	6	0.48201379003790845	10
behalf	2	1	1	1	5	-0.3807970779778824	10
nite	4	0	0	2	4	-0.49752737684336523	10
constraint	0	0	1	2	7	0.49330714907571527	10
blackout	1	1	1	2	5	-0.1224593312018546	10
histogram	1	1	0	3	5	0.0	10
photosmart	3	1	0	1	5	-0.4525741268224332	10
conscience	6	1	0	0	3	-0.1224593312018546	10
goof	0	0	0	2	8	0.4990889488055994	10
enzo	0	0	2	1	7	0.4890130573694068	10
crevice	1	0	1	4	4	-0.1224593312018546	10
briggs	0	0	1	4	5	0.3807970779778823	10
forearm	0	0	0	4	6	0.48201379003790845	10
backcountry	1	0	0	4	5	0.2310585786300049	10
widow	0	0	1	1	8	0.498498817743263	10
hahaha	4	0	0	1	5	-0.4706877692486437	10
painstaking	1	5	0	2	2	-0.1224593312018546	10
choo	0	0	0	0	10	0.4999546021312976	10
conservative	0	0	0	2	8	0.4990889488055994	10
extendable	1	1	2	4	2	-0.1224593312018546	10
feedforall	0	0	0	0	10	0.4999546021312976	10
valentine	1	0	2	1	6	0.31757447619364365	10
colicky	0	0	0	1	9	0.4997965730219448	10
chilly	2	0	1	0	7	0.3807970779778823	10
backdoor	3	0	1	1	5	-0.42414181997875644	10
prepaid	3	1	0	3	3	-0.49752737684336523	10
loc	3	0	1	3	3	-0.4970802502076078	10
babysit	2	4	1	1	2	-0.31757447619364365	10
creatives	1	1	0	1	7	0.45257412682243336	10
bitrates	0	0	0	2	8	0.4990889488055994	10
hatch	1	2	1	3	3	-0.4706877692486437	10
robot	1	1	0	0	8	0.4890130573694068	10
cottage	0	0	0	2	8	0.4990889488055994	10
fruitless	5	4	0	1	0	0.31757447619364365	10
reckoning	0	6	0	0	4	0.0	10
booting	3	0	1	3	3	-0.4970802502076078	10
karan	0	0	0	0	10	0.4999546021312976	10
giggle	1	0	0	3	6	0.42414181997875655	10
coworker	1	0	2	3	4	-0.31757447619364365	10
flourescent	0	4	3	0	3	-0.3807970779778824	10
restroom	0	1	0	1	8	0.49752737684336534	10
potter	0	2	1	4	3	0.0	10
gobble	1	0	1	4	4	-0.1224593312018546	10
weaknesses	0	0	3	4	3	0.2310585786300049	10
emulation	5	0	2	1	2	-0.42414181997875644	10
undamaged	1	1	0	1	7	0.45257412682243336	10
unsuspecting	8	0	0	1	1	0.4890130573694068	10
whirring	3	1	2	1	3	-0.49908894880559934	10
nominal	1	1	1	3	4	-0.3807970779778824	10
wiki	1	3	1	0	5	-0.42414181997875644	10
checkup	5	1	1	2	1	-0.31757447619364365	10
ripping	0	0	1	4	5	0.3807970779778823	10
followup	0	1	2	5	2	0.3807970779778823	10
bagless	0	0	0	6	4	0.48201379003790845	10
rld	7	0	0	3	0	0.42414181997875655	10
looked	1	2	0	2	5	-0.2310585786300049	10
unattractive	2	1	0	3	4	-0.4525741268224332	10
condensation	3	3	1	2	1	-0.4706877692486437	10
letdown	2	3	1	1	3	-0.49592986228410385	10
jefferson	5	0	0	2	3	-0.48201379003790845	10
peaceful	1	0	0	2	7	0.48201379003790845	10
emission	1	0	1	3	5	0.1224593312018546	10
religiously	1	1	0	1	7	0.45257412682243336	10
resign	2	1	0	1	7	0.2310585786300049	11
camara	0	0	0	1	10	0.4999251537724895	11
lysol	3	1	0	4	3	-0.4525741268224332	11
broadcaster	1	2	1	4	3	-0.31757447619364365	11
protecter	0	1	0	3	7	0.48201379003790845	11
kiosk	1	2	0	6	2	0.31757447619364365	11
cheapie	1	0	1	3	6	0.31757447619364365	11
participate	4	0	0	6	1	-0.1224593312018546	11
cemetery	0	1	1	4	5	0.1224593312018546	11
binos	0	0	0	6	5	0.47068776924864364	11
hdcp	1	1	1	6	2	0.3807970779778823	11
behemoth	0	2	2	2	5	-0.2310585786300049	11
nitropdf	0	10	0	0	1	0.4997965730219448	11
hds	1	1	0	6	3	0.3807970779778823	11
bp	3	4	0	4	0	-0.4525741268224332	11
catv	0	2	2	3	4	-0.42414181997875644	11
cubase	0	0	1	3	7	0.4890130573694068	11
village	0	2	0	3	6	0.31757447619364365	11
waistband	0	0	0	2	9	0.49966464986953363	11
hastle	0	2	2	4	3	-0.1224593312018546	11
larry	2	0	0	0	9	0.49330714907571527	11
welder	0	0	1	5	5	0.3519528019683106	11
pcm	0	3	0	3	5	-0.2310585786300049	11
numerical	1	1	3	3	3	-0.4706877692486437	11
pac	0	0	0	2	9	0.49966464986953363	11
benq	3	0	1	1	6	-0.31757447619364365	11
verge	3	0	2	2	4	-0.49330714907571516	11
wearable	0	0	0	0	11	0.49998329857815205	11
reprint	0	2	1	2	6	0.2310585786300049	11
corrosion	2	0	0	4	5	-0.2310585786300049	11
bushnell	6	0	0	3	2	-0.42414181997875644	11
whimsical	0	0	0	8	3	0.498498817743263	11
pbs	0	2	0	4	5	0.0	11
clamshell	0	2	3	3	3	-0.4525741268224332	11
garish	1	1	2	3	4	-0.4525741268224332	11
clincher	2	0	1	3	5	-0.31757447619364365	11
peruse	1	0	3	1	6	0.1224593312018546	11
flawed	3	2	0	4	2	-0.4706877692486437	11
coarse	0	0	1	4	6	0.45257412682243336	11
funciona	0	0	0	3	8	0.498498817743263	11
verticle	0	1	1	2	7	0.47068776924864364	11
faxing	1	0	0	5	5	0.17917869917539297	11
endeavor	1	2	1	1	6	-0.1224593312018546	11
vorbis	0	0	0	7	4	0.49330714907571527	11
prohibitive	3	0	1	2	5	-0.4525741268224332	11
goth	0	8	1	1	1	0.49330714907571527	11
listenable	1	1	1	4	4	-0.3519528019683105	11
prefered	1	0	1	6	3	0.42414181997875655	11
footpod	0	0	1	4	6	0.45257412682243336	11
uplink	2	0	0	1	8	0.47068776924864364	11
windvd	1	0	2	3	5	-0.1224593312018546	11
gag	1	5	4	0	1	0.2310585786300049	11
compelling	0	0	2	3	6	0.42414181997875655	11
robotic	0	0	2	3	6	0.42414181997875655	11
explaination	4	0	1	1	5	-0.4890130573694068	11
qp	11	0	0	0	0	0.49998329857815205	11
charter	0	2	2	1	6	0.1224593312018546	11
fidget	1	1	1	1	7	0.3807970779778823	11
complaining	3	2	0	3	3	-0.49908894880559934	11
exclusion	3	3	0	2	3	-0.49908894880559934	11
unnoticeable	0	0	0	3	8	0.498498817743263	11
crave	1	1	0	3	6	0.2310585786300049	11
glaring	2	2	2	1	4	-0.49592986228410385	11
unpowered	1	0	3	3	4	-0.42414181997875644	11
upconverted	0	0	2	7	2	0.49330714907571527	11
russia	1	0	4	2	4	-0.42414181997875644	11
blockbuster	0	1	0	5	5	0.2772998611746911	11
bloody	3	0	2	3	3	-0.49872898373691865	11
pressing	2	1	2	5	1	-0.1224593312018546	11
wine	0	2	0	4	5	0.0	11
plustek	1	0	1	7	2	0.48201379003790845	11
emotional	1	0	4	2	4	-0.42414181997875644	11
puke	0	3	6	0	2	0.42414181997875655	11
performing	1	0	1	2	7	0.45257412682243336	11
grippy	3	1	1	2	4	-0.49592986228410385	11
compactly	1	1	2	0	7	0.31757447619364365	11
countryside	2	0	1	2	6	0.0	11
checkout	2	1	1	3	4	-0.48201379003790845	11
wintel	0	1	0	1	9	0.4990889488055994	11
kickstand	0	1	1	2	7	0.47068776924864364	11
creamy	0	1	4	1	5	-0.2310585786300049	11
foreground	0	1	0	3	7	0.48201379003790845	11
crashing	3	2	2	2	2	-0.49908894880559934	11
eggspert	0	0	0	2	9	0.49966464986953363	11
captain	0	0	0	3	8	0.498498817743263	11
bid	4	0	0	5	2	-0.3807970779778824	11
expressway	0	0	2	3	6	0.42414181997875655	11
zencast	1	0	0	3	7	0.47068776924864364	11
flickering	3	5	0	2	1	0.0	11
choosing	4	1	0	1	5	-0.49330714907571516	11
byte	1	0	0	3	7	0.47068776924864364	11
fv	5	0	4	2	0	-0.3807970779778824	11
junction	1	1	0	4	5	-0.1224593312018546	11
networked	2	1	1	3	4	-0.48201379003790845	11
rooftop	0	1	0	5	5	0.2772998611746911	11
uninterrupted	0	0	0	7	4	0.49330714907571527	11
videotape	0	2	0	3	6	0.31757447619364365	11
purport	1	2	1	2	5	-0.3807970779778824	11
reread	2	1	3	1	4	-0.49330714907571516	11
unto	1	3	0	5	2	-0.1224593312018546	11
legit	3	2	0	2	4	-0.49752737684336523	11
greasy	1	0	0	6	4	0.42414181997875655	11
phil	0	0	1	1	9	0.4994472213630764	11
populated	1	1	0	4	5	-0.1224593312018546	11
passat	5	0	1	3	2	-0.4890130573694068	11
pn	1	1	2	2	5	-0.31757447619364365	11
gasoline	3	0	2	2	4	-0.49330714907571516	11
controlled	3	3	1	0	4	-0.4994472213630764	11
retarded	2	3	1	3	2	-0.4890130573694068	11
wg	0	0	0	6	5	0.47068776924864364	11
quake	1	0	0	1	9	0.498498817743263	11
painted	1	0	6	0	4	0.2310585786300049	11
excruciatingly	3	1	1	4	2	-0.4525741268224332	11
prayer	2	0	0	2	7	0.3807970779778823	11
unicode	1	0	2	6	2	0.42414181997875655	11
hmm	2	2	1	1	5	-0.4706877692486437	11
resent	5	1	0	3	2	-0.48201379003790845	11
hardwire	0	1	1	1	8	0.49330714907571527	11
quintet	0	0	0	0	11	0.49998329857815205	11
kbs	1	1	0	2	7	0.42414181997875655	11
protest	5	1	0	1	4	-0.49330714907571516	11
charles	0	0	2	4	5	0.2310585786300049	11
bleeding	4	0	1	2	4	-0.49908894880559934	11
rode	1	0	1	4	5	0.0	11
brings	0	0	2	2	7	0.48201379003790845	11
certified	2	1	1	4	3	-0.3807970779778824	11
rew	3	1	1	2	4	-0.49592986228410385	11
closest	1	0	1	3	6	0.31757447619364365	11
positives	0	1	2	7	1	0.4890130573694068	11
undecided	0	0	2	3	6	0.42414181997875655	11
xpress	0	0	0	0	11	0.49998329857815205	11
prof	0	0	0	3	8	0.498498817743263	11
rattling	3	1	1	2	4	-0.49592986228410385	11
lw	0	0	0	4	7	0.49330714907571527	11
cmt	0	6	1	2	2	0.1224593312018546	11
rangefinder	0	5	0	2	4	-0.4525741268224332	11
banana	0	1	2	1	7	0.45257412682243336	11
gough	0	0	2	4	5	0.2310585786300049	11
kav	0	0	0	0	11	0.49998329857815205	11
personnel	3	2	0	2	4	-0.49752737684336523	11
ridden	3	1	0	4	3	-0.4525741268224332	11
peanut	1	0	2	3	5	-0.1224593312018546	11
loser	4	0	0	2	5	-0.48201379003790845	11
pvp	1	1	1	1	7	0.3807970779778823	11
gigabit	0	0	2	4	5	0.2310585786300049	11
gran	0	1	0	3	7	0.48201379003790845	11
backroads	2	1	0	4	4	-0.4399133498259924	11
herd	0	0	0	0	11	0.49998329857815205	11
barn	0	1	0	3	7	0.48201379003790845	11
beacuse	3	0	1	4	3	-0.42414181997875644	11
uncanny	0	1	0	2	8	0.49592986228410396	11
kindly	6	0	1	0	4	-0.4525741268224332	11
georgia	0	1	1	1	8	0.49330714907571527	11
bluray	1	2	0	2	6	0.0	11
brought	3	1	0	2	5	-0.4706877692486437	11
vaccum	0	0	4	0	7	0.45257412682243336	11
expected	3	0	0	5	3	-0.2310585786300049	11
klh	5	0	0	2	4	-0.49752737684336523	11
jr	2	0	0	3	6	0.1224593312018546	11
playroom	1	0	1	6	3	0.42414181997875655	11
perfomance	0	1	0	4	6	0.42414181997875655	11
championship	0	0	1	3	7	0.4890130573694068	11
brighten	0	1	4	3	3	-0.2310585786300049	11
recordable	1	0	1	5	4	0.2310585786300049	11
nm	0	3	0	2	6	0.1224593312018546	11
vdj	0	1	0	8	2	0.49752737684336534	11
psk	1	1	1	4	4	-0.3519528019683105	11
convertor	0	1	1	5	4	0.31757447619364365	11
hvr	1	0	2	4	4	-0.2772998611746912	11
framework	3	2	3	2	1	-0.4890130573694068	11
cinematic	0	1	3	2	5	-0.1224593312018546	11
blurring	1	1	1	1	7	0.3807970779778823	11
flee	2	0	0	4	5	-0.2310585786300049	11
wolf	1	1	3	0	6	-0.1224593312018546	11
campground	1	0	0	2	8	0.49330714907571527	11
contender	1	1	1	2	6	0.1224593312018546	11
caught	1	0	1	3	6	0.31757447619364365	11
unwieldy	1	0	1	3	6	0.31757447619364365	11
fav	0	2	0	4	5	0.0	11
religious	2	1	0	4	4	-0.4399133498259924	11
helpless	7	1	1	1	1	0.3807970779778823	11
recepter	1	0	5	0	5	-0.31757447619364365	11
fed	2	0	1	1	7	0.31757447619364365	11
poo	5	0	1	3	2	-0.4890130573694068	11
poof	6	2	0	0	3	-0.2310585786300049	11
groan	5	1	1	0	4	-0.4890130573694068	11
recomendation	3	3	0	1	4	-0.49908894880559934	11
hanger	4	2	0	1	4	-0.49908894880559934	11
continued	2	2	1	3	3	-0.4947798743064416	11
bodylink	0	0	0	1	10	0.4999251537724895	11
brisk	0	1	5	1	4	0.0	11
enviroment	1	1	1	2	6	0.1224593312018546	11
wearer	5	0	1	2	3	-0.49330714907571516	11
bureau	5	3	0	2	1	-0.31757447619364365	11
wifes	1	0	1	7	2	0.48201379003790845	11
handwritten	1	0	0	6	4	0.42414181997875655	11
warcraft	1	0	4	2	4	-0.42414181997875644	11
lites	0	2	0	2	7	0.45257412682243336	11
gasp	2	1	0	1	7	0.2310585786300049	11
polarity	2	1	1	3	4	-0.48201379003790845	11
liter	0	0	2	7	2	0.49330714907571527	11
enroute	1	0	0	2	8	0.49330714907571527	11
nestle	2	0	0	4	5	-0.2310585786300049	11
paperport	0	2	1	5	3	0.2310585786300049	11
expanded	1	0	1	1	8	0.4890130573694068	11
unplayable	7	2	2	0	0	0.48201379003790845	11
hopelessly	3	1	0	2	5	-0.4706877692486437	11
picasa	0	6	1	2	2	0.1224593312018546	11
noon	0	2	0	4	5	0.0	11
beater	3	0	3	3	2	-0.49519524711284046	11
backspace	3	2	3	2	1	-0.4890130573694068	11
barcode	3	0	1	3	4	-0.4890130573694068	11
contains	3	2	2	1	3	-0.4996646498695335	11
hover	0	1	1	3	6	0.3807970779778823	11
vid	0	0	3	4	4	-0.06217650088579807	11
earplugs	0	1	2	4	4	-0.17917869917539297	11
wisely	3	1	0	4	3	-0.4525741268224332	11
gary	0	0	0	6	5	0.47068776924864364	11
fame	0	1	4	3	3	-0.2310585786300049	11
razer	0	6	1	1	3	0.0	11
victory	0	1	1	2	7	0.47068776924864364	11
politely	3	3	1	4	0	-0.48201379003790845	11
wonderfull	0	0	0	1	11	0.4999724643088853	12
ut	0	0	1	6	5	0.45257412682243336	12
convergence	5	0	1	4	2	-0.49752737684336523	12
lackluster	0	4	1	3	4	-0.49330714907571516	12
recharges	2	1	1	4	4	-0.4706877692486437	12
comming	1	2	3	1	5	-0.4706877692486437	12
grows	0	1	2	2	7	0.42414181997875655	12
harmful	2	5	1	0	4	-0.42414181997875644	12
lucked	2	1	0	2	7	0.1224593312018546	12
comparatively	1	0	0	4	7	0.45257412682243336	12
nxt	4	0	0	3	5	-0.4890130573694068	12
hewlett	2	1	0	6	3	0.1224593312018546	12
bunny	2	0	3	1	6	-0.31757447619364365	12
greeting	2	2	2	2	4	-0.49752737684336523	12
convienient	0	2	0	2	8	0.48201379003790845	12
romance	1	2	1	6	2	0.2310585786300049	12
unobstructed	1	1	1	4	5	-0.31757447619364365	12
fastforward	1	0	3	6	2	0.3807970779778823	12
fj	1	2	1	3	5	-0.42414181997875644	12
weekday	1	0	2	1	8	0.47068776924864364	12
faded	2	2	0	1	7	-0.1224593312018546	12
gummy	3	0	4	0	5	-0.49330714907571516	12
compound	3	3	2	3	1	-0.49655254869843646	12
etrust	7	0	1	2	2	-0.2310585786300049	12
funtions	0	2	0	4	6	0.2310585786300049	12
exaggerated	1	5	1	3	2	-0.3807970779778824	12
wholeheartedly	3	0	2	3	4	-0.49592986228410385	12
username	2	3	0	4	3	-0.4706877692486437	12
