	1	2	3	4	5	score	sum
powerhorn	0	0	0	0	2	0.3807970779778823	2
lightsribe	0	0	0	2	0	0.3807970779778823	2
respondent	1	0	1	0	0	0.0	2
unforeseen	0	0	0	0	2	0.3807970779778823	2
leapfrog	0	0	0	0	2	0.3807970779778823	2
fabirc	0	0	0	1	1	0.1224593312018546	2
reknowned	0	0	0	1	1	0.1224593312018546	2
newage	0	0	0	2	0	0.3807970779778823	2
een	1	1	0	0	0	0.1224593312018546	2
grabber	0	0	0	0	2	0.3807970779778823	2
handyman	0	0	0	0	2	0.3807970779778823	2
cot	1	0	0	0	1	-0.2310585786300049	2
qualitatively	0	0	0	1	1	0.1224593312018546	2
rfr	0	0	0	1	1	0.1224593312018546	2
componants	0	0	0	1	1	0.1224593312018546	2
homeowner	0	0	0	1	1	0.1224593312018546	2
cok	0	0	0	0	2	0.3807970779778823	2
lade	0	0	0	1	1	0.1224593312018546	2
lifesized	0	0	0	0	2	0.3807970779778823	2
floodlight	0	0	0	0	2	0.3807970779778823	2
frown	0	0	0	0	2	0.3807970779778823	2
gil	0	0	0	0	2	0.3807970779778823	2
jun	1	0	1	0	0	0.0	2
jul	2	0	0	0	0	0.3807970779778823	2
finalze	0	0	0	0	2	0.3807970779778823	2
ultimateears	0	0	0	1	1	0.1224593312018546	2
clifford	1	0	0	0	1	-0.2310585786300049	2
fictional	0	0	0	1	1	0.1224593312018546	2
notar	0	0	0	0	2	0.3807970779778823	2
cineform	0	0	0	0	2	0.3807970779778823	2
colbert	0	0	0	0	2	0.3807970779778823	2
primarly	0	0	0	1	1	0.1224593312018546	2
eletricity	2	0	0	0	0	0.3807970779778823	2
encontre	0	0	0	1	1	0.1224593312018546	2
podge	0	0	0	0	2	0.3807970779778823	2
carbs	0	0	0	0	2	0.3807970779778823	2
unsnapped	0	1	0	0	1	-0.1224593312018546	2
cosi	0	1	0	0	1	-0.1224593312018546	2
equivalents	0	0	0	0	2	0.3807970779778823	2
radioio	0	0	0	0	2	0.3807970779778823	2
unscrewed	0	0	0	1	1	0.1224593312018546	2
foregoing	0	0	0	2	0	0.3807970779778823	2
polyurethane	0	0	1	0	1	0.0	2
webconnect	2	0	0	0	0	0.3807970779778823	2
varpak	0	0	0	0	2	0.3807970779778823	2
pixlated	0	0	1	1	0	0.1224593312018546	2
brightscreen	0	0	0	2	0	0.3807970779778823	2
powershots	0	0	0	0	2	0.3807970779778823	2
xaaa	0	0	0	0	2	0.3807970779778823	2
ruffle	0	0	0	0	2	0.3807970779778823	2
unbolt	0	0	1	1	0	0.1224593312018546	2
cosy	0	0	0	0	2	0.3807970779778823	2
unparalled	0	0	0	2	0	0.3807970779778823	2
heaviness	0	1	1	0	0	0.1224593312018546	2
cradel	0	1	0	0	1	-0.1224593312018546	2
plub	0	0	0	0	2	0.3807970779778823	2
uppercase	0	0	1	1	0	0.1224593312018546	2
cowboy	1	0	0	0	1	-0.2310585786300049	2
plum	0	0	0	0	2	0.3807970779778823	2
clump	0	0	1	1	0	0.1224593312018546	2
creeper	0	0	2	0	0	0.3807970779778823	2
biscotti	0	0	0	0	2	0.3807970779778823	2
husbnd	0	0	0	0	2	0.3807970779778823	2
hiatus	0	0	0	0	2	0.3807970779778823	2
greenstone	2	0	0	0	0	0.3807970779778823	2
epitome	0	0	0	0	2	0.3807970779778823	2
njw	2	0	0	0	0	0.3807970779778823	2
jeremysilmans	0	2	0	0	0	0.3807970779778823	2
eerily	0	0	0	0	2	0.3807970779778823	2
pressurize	0	0	0	1	1	0.1224593312018546	2
existen	0	0	0	0	2	0.3807970779778823	2
ratteling	0	0	0	0	2	0.3807970779778823	2
kirkland	0	1	0	0	1	-0.1224593312018546	2
prebuilt	0	0	0	0	2	0.3807970779778823	2
bayonet	0	0	0	0	2	0.3807970779778823	2
untweaked	0	0	0	0	2	0.3807970779778823	2
jamb	0	0	0	0	2	0.3807970779778823	2
happended	1	0	1	0	0	0.0	2
cose	0	0	0	2	0	0.3807970779778823	2
recpetion	0	0	0	0	2	0.3807970779778823	2
expels	2	0	0	0	0	0.3807970779778823	2
realdrive	2	0	0	0	0	0.3807970779778823	2
nippon	0	0	0	2	0	0.3807970779778823	2
frederick	2	0	0	0	0	0.3807970779778823	2
grany	0	2	0	0	0	0.3807970779778823	2
requirment	0	0	0	1	1	0.1224593312018546	2
compulsion	0	0	0	0	2	0.3807970779778823	2
efective	0	0	0	0	2	0.3807970779778823	2
execise	0	0	0	0	2	0.3807970779778823	2
rippped	0	0	0	0	2	0.3807970779778823	2
graphs	1	0	0	1	0	-0.1224593312018546	2
watchful	0	0	0	2	0	0.3807970779778823	2
calmer	0	0	0	1	1	0.1224593312018546	2
fussiness	0	0	0	1	1	0.1224593312018546	2
belikin	0	0	0	0	2	0.3807970779778823	2
coot	2	0	0	0	0	0.3807970779778823	2
nausea	1	0	0	0	1	-0.2310585786300049	2
finite	1	0	0	0	1	-0.2310585786300049	2
varous	0	0	0	1	1	0.1224593312018546	2
keyboarding	0	0	0	2	0	0.3807970779778823	2
funciones	0	0	0	0	2	0.3807970779778823	2
plympus	0	0	2	0	0	0.3807970779778823	2
landslide	0	0	0	0	2	0.3807970779778823	2
externo	0	0	0	0	2	0.3807970779778823	2
fibromyalgia	0	0	1	1	0	0.1224593312018546	2
cutomers	0	0	0	0	2	0.3807970779778823	2
coords	0	0	0	1	1	0.1224593312018546	2
geeking	0	0	0	0	2	0.3807970779778823	2
navigaion	1	1	0	0	0	0.1224593312018546	2
easyly	0	0	1	1	0	0.1224593312018546	2
greece	0	1	0	0	1	-0.1224593312018546	2
bate	0	2	0	0	0	0.3807970779778823	2
preety	0	0	0	0	2	0.3807970779778823	2
cancun	0	0	0	0	2	0.3807970779778823	2
vampire	1	0	0	1	0	-0.1224593312018546	2
pinkerton	2	0	0	0	0	0.3807970779778823	2
unbeliable	0	1	0	0	1	-0.1224593312018546	2
unsynchronized	1	0	0	0	1	-0.2310585786300049	2
reemphasize	0	0	0	2	0	0.3807970779778823	2
rn	0	2	0	0	0	0.3807970779778823	2
perferct	0	0	0	1	1	0.1224593312018546	2
utilise	0	0	1	1	0	0.1224593312018546	2
connectibility	0	0	0	0	2	0.3807970779778823	2
nectron	2	0	0	0	0	0.3807970779778823	2
col	0	0	0	1	1	0.1224593312018546	2
barking	0	0	1	1	0	0.1224593312018546	2
flouresant	0	0	0	0	2	0.3807970779778823	2
plea	1	0	0	0	1	-0.2310585786300049	2
exams	0	0	0	0	2	0.3807970779778823	2
condiciones	0	0	0	1	1	0.1224593312018546	2
banter	0	0	0	1	1	0.1224593312018546	2
funcitons	0	1	0	0	1	-0.1224593312018546	2
embarass	0	0	0	0	2	0.3807970779778823	2
usmc	0	0	0	1	1	0.1224593312018546	2
recoding	0	1	0	0	1	-0.1224593312018546	2
liftgate	0	0	0	0	2	0.3807970779778823	2
quanlity	0	0	0	2	0	0.3807970779778823	2
comics	2	0	0	0	0	0.3807970779778823	2
plotted	0	0	0	0	2	0.3807970779778823	2
curbside	2	0	0	0	0	0.3807970779778823	2
persia	0	0	0	1	1	0.1224593312018546	2
condone	1	0	0	0	1	-0.2310585786300049	2
rtfm	0	0	0	1	2	0.31757447619364365	3
earbug	0	0	1	2	0	0.31757447619364365	3
whirlpool	2	0	0	1	0	0.1224593312018546	3
poignant	0	0	0	1	2	0.31757447619364365	3
rash	1	2	0	0	0	0.31757447619364365	3
jessica	1	1	0	0	1	-0.34113089511908484	3
burned	1	0	1	0	1	-0.34113089511908484	3
reconstruct	1	0	0	0	2	0.0	3
computerize	1	0	0	0	2	0.0	3
cna	0	0	1	1	1	-0.08257020646231472	3
cardreader	0	0	1	1	1	-0.08257020646231472	3
wizardry	1	0	0	0	2	0.0	3
bluetooh	0	0	0	1	2	0.31757447619364365	3
puter	0	0	0	0	3	0.45257412682243336	3
lumpy	0	0	0	1	2	0.31757447619364365	3
cuss	0	1	1	0	1	-0.2310585786300049	3
borne	0	1	0	1	1	-0.2310585786300049	3
qwest	0	0	0	0	3	0.45257412682243336	3
basinette	0	0	0	0	3	0.45257412682243336	3
beddiebye	0	0	0	2	1	0.31757447619364365	3
venkat	2	0	0	0	1	0.0	3
gread	0	0	1	0	2	0.2310585786300049	3
versitility	0	0	0	2	1	0.31757447619364365	3
procedures	1	0	0	1	1	-0.34113089511908484	3
preflash	0	0	0	3	0	0.45257412682243336	3
cert	1	0	0	0	2	0.0	3
phile	1	0	0	1	1	-0.34113089511908484	3
clickety	2	0	1	0	0	0.2310585786300049	3
neodymium	0	0	0	3	0	0.45257412682243336	3
percussive	0	0	2	0	1	0.2310585786300049	3
lexmarks	0	0	0	0	3	0.45257412682243336	3
pak	2	0	1	0	0	0.2310585786300049	3
nicety	0	0	0	1	2	0.31757447619364365	3
portabledvd	0	0	0	0	3	0.45257412682243336	3
journaled	0	0	0	1	2	0.31757447619364365	3
bernie	0	0	0	1	2	0.31757447619364365	3
lars	0	0	3	0	0	0.45257412682243336	3
heartbreaking	1	0	1	0	1	-0.34113089511908484	3
fullscreen	0	0	0	2	1	0.31757447619364365	3
fullsize	0	0	0	2	1	0.31757447619364365	3
constantemente	0	0	0	2	1	0.31757447619364365	3
brighteness	0	0	0	2	1	0.31757447619364365	3
corny	0	0	1	0	2	0.2310585786300049	3
plasic	0	0	1	1	1	-0.08257020646231472	3
copilot	0	0	0	1	2	0.31757447619364365	3
comforting	0	1	0	0	2	0.1224593312018546	3
gotton	1	0	0	1	1	-0.34113089511908484	3
wiggler	0	1	1	0	1	-0.2310585786300049	3
futher	1	1	0	0	1	-0.34113089511908484	3
quebec	0	0	0	0	3	0.45257412682243336	3
hershon	0	0	0	3	0	0.45257412682243336	3
fodor	0	0	0	2	1	0.31757447619364365	3
patented	0	0	0	0	3	0.45257412682243336	3
girlie	0	0	0	0	3	0.45257412682243336	3
bronco	0	0	0	2	1	0.31757447619364365	3
reporter	1	1	0	0	1	-0.34113089511908484	3
fallout	0	0	0	0	3	0.45257412682243336	3
privledge	2	1	0	0	0	0.31757447619364365	3
bluechart	0	0	0	1	2	0.31757447619364365	3
cutoff	0	0	0	1	2	0.31757447619364365	3
philo	0	0	1	0	2	0.2310585786300049	3
rtf	0	0	0	0	3	0.45257412682243336	3
photocopying	0	0	0	1	2	0.31757447619364365	3
fonotopias	0	0	0	3	0	0.45257412682243336	3
wideness	0	3	0	0	0	0.45257412682243336	3
copywrite	1	0	1	1	0	-0.2310585786300049	3
luis	0	0	0	0	3	0.45257412682243336	3
bags	0	0	1	0	2	0.2310585786300049	3
greated	2	0	0	0	1	0.0	3
purty	2	0	0	1	0	0.1224593312018546	3
knopfler	0	0	0	0	3	0.45257412682243336	3
kindergarten	0	0	0	1	2	0.31757447619364365	3
replacements	0	0	0	2	1	0.31757447619364365	3
bleary	0	2	0	1	0	0.2310585786300049	3
viewed	1	0	1	1	0	-0.2310585786300049	3
jvcs	0	1	0	0	2	0.1224593312018546	3
encouragement	0	0	0	3	0	0.45257412682243336	3
whith	1	1	0	0	1	-0.34113089511908484	3
vidoe	1	0	0	2	0	0.1224593312018546	3
evry	0	0	1	0	2	0.2310585786300049	3
balancing	0	0	1	1	1	-0.08257020646231472	3
rsx	0	0	0	0	3	0.45257412682243336	3
purfect	0	0	0	1	2	0.31757447619364365	3
propel	0	0	1	0	2	0.2310585786300049	3
hotline	2	0	1	0	0	0.2310585786300049	3
pebble	0	1	0	0	2	0.1224593312018546	3
nitpicky	0	0	0	0	3	0.45257412682243336	3
purchace	0	0	1	1	1	-0.08257020646231472	3
hysteric	0	0	3	0	0	0.45257412682243336	3
notbook	0	0	0	2	1	0.31757447619364365	3
cabnit	0	2	0	0	1	0.1224593312018546	3
electrified	0	0	0	3	0	0.45257412682243336	3
playes	0	0	2	0	1	0.2310585786300049	3
nassau	0	0	0	1	2	0.31757447619364365	3
chirstmas	0	1	1	0	1	-0.2310585786300049	3
costar	3	0	0	0	0	0.45257412682243336	3
layered	0	0	0	1	2	0.31757447619364365	3
cappaccino	0	0	0	1	2	0.31757447619364365	3
uncoded	0	0	0	1	2	0.31757447619364365	3
cyl	0	1	0	0	2	0.1224593312018546	3
peru	0	0	0	2	1	0.31757447619364365	3
eccentric	0	0	0	1	2	0.31757447619364365	3
foreknow	0	0	0	0	3	0.45257412682243336	3
warrented	2	0	0	0	1	0.0	3
fierce	0	0	1	0	2	0.2310585786300049	3
cordura	0	1	0	0	2	0.1224593312018546	3
fresno	1	0	1	0	1	-0.34113089511908484	3
proraps	0	1	1	0	1	-0.2310585786300049	3
uberoptions	0	0	0	3	0	0.45257412682243336	3
winsock	1	0	0	2	0	0.1224593312018546	3
packeged	2	0	0	1	0	0.1224593312018546	3
vince	0	0	0	1	2	0.31757447619364365	3
vinci	0	0	1	1	1	-0.08257020646231472	3
credential	0	1	0	1	1	-0.2310585786300049	3
flu	0	0	0	1	2	0.31757447619364365	3
zencasts	0	0	0	1	2	0.31757447619364365	3
warez	1	0	0	0	2	0.0	3
hotcake	0	1	0	0	2	0.1224593312018546	3
panning	0	0	0	1	2	0.31757447619364365	3
highrises	0	0	0	0	3	0.45257412682243336	3
enigmatic	0	0	1	0	2	0.2310585786300049	3
epsons	1	0	1	0	1	-0.34113089511908484	3
pbook	0	0	0	3	0	0.45257412682243336	3
capacidad	0	0	0	0	3	0.45257412682243336	3
previus	0	0	0	0	3	0.45257412682243336	3
hoo	0	0	0	2	1	0.31757447619364365	3
freshman	1	0	1	0	1	-0.34113089511908484	3
lossy	0	0	0	0	3	0.45257412682243336	3
lemonade	3	0	0	0	0	0.45257412682243336	3
brook	0	0	2	0	1	0.2310585786300049	3
plossl	0	0	0	0	3	0.45257412682243336	3
choices	0	1	0	0	2	0.1224593312018546	3
flexable	1	0	0	0	2	0.0	3
peformed	0	0	0	1	2	0.31757447619364365	3
winegard	0	0	0	3	0	0.45257412682243336	3
gues	3	0	0	0	0	0.45257412682243336	3
noob	1	0	0	1	1	-0.34113089511908484	3
uncontrollably	2	1	0	0	0	0.31757447619364365	3
expressly	0	0	0	1	2	0.31757447619364365	3
longhorn	0	1	0	2	0	0.2310585786300049	3
neutralize	0	0	0	1	2	0.31757447619364365	3
krall	0	0	1	0	2	0.2310585786300049	3
bobby	1	0	0	1	1	-0.34113089511908484	3
humanly	1	0	0	0	2	0.0	3
homebrew	0	0	0	0	3	0.45257412682243336	3
esteem	0	2	0	0	1	0.1224593312018546	3
grumbling	1	0	1	0	1	-0.34113089511908484	3
calculating	0	0	1	0	2	0.2310585786300049	3
kapersky	3	0	0	0	0	0.45257412682243336	3
reps	2	0	1	0	0	0.2310585786300049	3
engross	0	0	0	2	1	0.31757447619364365	3
walkmans	0	0	0	2	1	0.31757447619364365	3
placid	0	0	0	1	2	0.31757447619364365	3
certian	0	0	0	2	1	0.31757447619364365	3
jenny	0	0	0	0	3	0.45257412682243336	3
rcd	0	1	0	2	0	0.2310585786300049	3
gripper	0	0	0	1	2	0.31757447619364365	3
referral	1	0	0	0	2	0.0	3
laynard	0	0	0	0	3	0.45257412682243336	3
pluck	0	0	0	2	1	0.31757447619364365	3
boggling	0	0	0	0	3	0.45257412682243336	3
charting	1	0	0	1	1	-0.34113089511908484	3
petey	0	1	0	0	2	0.1224593312018546	3
cannice	0	0	0	2	1	0.31757447619364365	3
gretag	0	1	0	1	1	-0.2310585786300049	3
escort	0	0	0	3	0	0.45257412682243336	3
wholesaler	1	0	1	1	0	-0.2310585786300049	3
proposal	1	0	0	0	2	0.0	3
unravel	0	2	0	0	1	0.1224593312018546	3
enuf	0	0	1	1	1	-0.08257020646231472	3
renault	0	0	0	0	3	0.45257412682243336	3
unity	0	0	1	1	1	-0.08257020646231472	3
feautures	0	0	1	0	2	0.2310585786300049	3
gore	0	0	1	1	1	-0.08257020646231472	3
louise	0	0	0	1	2	0.31757447619364365	3
unboxed	0	0	0	1	2	0.31757447619364365	3
proprietory	0	0	0	2	1	0.31757447619364365	3
centralized	0	0	0	2	1	0.31757447619364365	3
flasher	1	0	0	0	2	0.0	3
featherlight	0	0	0	1	2	0.31757447619364365	3
facet	0	0	0	2	1	0.31757447619364365	3
edting	0	0	0	1	2	0.31757447619364365	3
entertainement	0	0	0	0	3	0.45257412682243336	3
celestial	1	0	0	1	1	-0.34113089511908484	3
gusta	0	0	0	2	1	0.31757447619364365	3
pounder	0	0	1	0	2	0.2310585786300049	3
haphazardly	0	1	1	0	1	-0.2310585786300049	3
favorate	0	1	0	0	2	0.1224593312018546	3
rikaline	0	0	0	0	3	0.45257412682243336	3
elura	0	0	0	3	0	0.45257412682243336	3
gadgeteer	0	0	0	1	2	0.31757447619364365	3
lcos	0	0	0	1	2	0.31757447619364365	3
glossary	0	0	0	0	3	0.45257412682243336	3
privately	1	0	0	0	2	0.0	3
credenza	0	0	1	0	2	0.2310585786300049	3
nanolux	0	0	0	3	0	0.45257412682243336	3
reloads	2	0	0	0	1	0.0	3
bluff	1	0	0	0	2	0.0	3
rpms	0	0	0	1	2	0.31757447619364365	3
programer	2	0	0	0	1	0.0	3
preferring	0	0	0	1	2	0.31757447619364365	3
helps	0	0	0	2	1	0.31757447619364365	3
knurled	0	0	1	0	2	0.2310585786300049	3
excell	1	0	0	1	1	-0.34113089511908484	3
battry	0	0	1	1	1	-0.08257020646231472	3
untwist	0	0	0	2	1	0.31757447619364365	3
fab	0	0	0	0	3	0.45257412682243336	3
zealot	0	1	0	0	2	0.1224593312018546	3
fsb	0	0	0	2	1	0.31757447619364365	3
lamps	1	1	0	1	0	-0.2310585786300049	3
jams	0	1	0	1	1	-0.2310585786300049	3
enunciate	0	0	0	1	2	0.31757447619364365	3
produto	0	0	0	1	2	0.31757447619364365	3
clingy	0	0	0	0	3	0.45257412682243336	3
resevoir	0	3	0	0	0	0.45257412682243336	3
blackhawk	1	0	0	0	2	0.0	3
banker	1	0	1	0	1	-0.34113089511908484	3
ual	0	1	0	2	0	0.2310585786300049	3
qulity	2	0	0	0	1	0.0	3
gota	0	0	1	1	1	-0.08257020646231472	3
propaganda	0	0	0	2	1	0.31757447619364365	3
bisphenol	3	0	0	0	0	0.45257412682243336	3
croak	1	0	0	2	0	0.1224593312018546	3
crawler	0	1	0	0	2	0.1224593312018546	3
lethargic	2	0	0	0	1	0.0	3
convex	1	0	0	2	0	0.1224593312018546	3
reebok	0	2	0	1	0	0.2310585786300049	3
warranteed	0	0	0	3	0	0.45257412682243336	3
returning	1	0	0	1	1	-0.34113089511908484	3
unrepaired	3	0	0	0	0	0.45257412682243336	3
pls	0	0	0	2	1	0.31757447619364365	3
royalty	0	0	0	2	1	0.31757447619364365	3
pollution	0	0	0	1	2	0.31757447619364365	3
crossroad	0	0	1	0	2	0.2310585786300049	3
backache	0	0	1	1	1	-0.08257020646231472	3
pasture	1	0	0	1	1	-0.34113089511908484	3
choir	0	0	0	2	1	0.31757447619364365	3
rebuying	2	0	0	1	0	0.1224593312018546	3
bishop	2	0	1	0	0	0.2310585786300049	3
fibre	2	0	0	0	1	0.0	3
nevada	0	0	0	1	2	0.31757447619364365	3
helped	0	0	0	0	3	0.45257412682243336	3
keyhole	0	0	0	0	3	0.45257412682243336	3
finds	0	0	0	2	1	0.31757447619364365	3
hoard	2	0	0	0	1	0.0	3
cetera	0	1	0	0	2	0.1224593312018546	3
kazaa	0	0	0	0	3	0.45257412682243336	3
pricegrabber	0	0	0	1	2	0.31757447619364365	3
bookmarked	0	0	0	3	0	0.45257412682243336	3
contiguous	0	0	0	0	3	0.45257412682243336	3
enhancements	0	0	0	0	3	0.45257412682243336	3
codebase	0	0	0	2	1	0.31757447619364365	3
jigsaw	0	1	0	0	2	0.1224593312018546	3
rebooth	0	0	0	0	3	0.45257412682243336	3
embellishment	1	0	1	1	0	-0.2310585786300049	3
renewable	1	0	0	0	2	0.0	3
ftc	3	0	0	0	0	0.45257412682243336	3
resourceful	0	0	1	2	0	0.31757447619364365	3
competative	0	0	0	1	2	0.31757447619364365	3
reed	0	0	0	1	2	0.31757447619364365	3
loosening	0	0	0	0	3	0.45257412682243336	3
hotels	0	0	0	0	3	0.45257412682243336	3
vacuuming	0	0	0	1	2	0.31757447619364365	3
uam	0	1	0	0	2	0.1224593312018546	3
elk	0	0	0	0	3	0.45257412682243336	3
ether	1	0	0	0	2	0.0	3
formation	1	0	0	1	1	-0.34113089511908484	3
colombia	1	0	0	2	0	0.1224593312018546	3
pablo	0	1	0	0	2	0.1224593312018546	3
crossfade	2	0	0	1	0	0.1224593312018546	3
prog	0	0	0	2	1	0.31757447619364365	3
eithernet	0	0	0	1	2	0.31757447619364365	3
frightening	0	0	0	1	2	0.31757447619364365	3
hacer	0	0	1	0	2	0.2310585786300049	3
closable	0	0	0	1	2	0.31757447619364365	3
compacta	0	0	0	0	3	0.45257412682243336	3
eversince	1	0	1	0	1	-0.34113089511908484	3
kim	1	0	0	0	2	0.0	3
restful	0	0	0	1	2	0.31757447619364365	3
kin	0	0	0	3	0	0.45257412682243336	3
filtered	0	0	0	1	2	0.31757447619364365	3
preconceived	0	0	0	0	3	0.45257412682243336	3
raft	1	0	0	0	2	0.0	3
unroll	0	0	0	0	3	0.45257412682243336	3
credible	0	0	0	1	2	0.31757447619364365	3
cappuccinos	0	0	0	1	2	0.31757447619364365	3
windstream	0	0	0	1	2	0.31757447619364365	3
jsp	0	1	0	0	2	0.1224593312018546	3
fotografia	0	0	0	0	3	0.45257412682243336	3
requested	2	0	0	0	1	0.0	3
wll	1	0	0	0	2	0.0	3
foldout	0	0	0	1	2	0.31757447619364365	3
covm	0	0	0	0	3	0.45257412682243336	3
wheres	0	0	0	1	2	0.31757447619364365	3
chiefly	0	0	0	0	3	0.45257412682243336	3
pratically	0	0	1	1	1	-0.08257020646231472	3
rewetting	3	0	0	0	0	0.45257412682243336	3
naviplay	1	0	0	0	2	0.0	3
hesitent	0	0	0	2	1	0.31757447619364365	3
helluva	0	0	0	1	2	0.31757447619364365	3
expiry	2	1	0	0	0	0.31757447619364365	3
quickdrive	0	0	0	0	3	0.45257412682243336	3
cultural	0	0	0	2	1	0.31757447619364365	3
liquied	0	3	0	0	0	0.45257412682243336	3
whacky	0	0	1	1	1	-0.08257020646231472	3
boise	0	1	0	1	1	-0.2310585786300049	3
preventative	0	0	0	1	2	0.31757447619364365	3
calld	3	0	0	0	0	0.45257412682243336	3
vigilant	0	1	2	0	0	0.31757447619364365	3
powerlines	0	0	0	0	3	0.45257412682243336	3
lightweigh	0	0	1	2	0	0.31757447619364365	3
wichita	0	0	0	0	3	0.45257412682243336	3
consitant	0	0	1	0	2	0.2310585786300049	3
parametric	0	0	0	0	3	0.45257412682243336	3
peninsula	0	0	0	2	1	0.31757447619364365	3
baroque	0	0	0	3	0	0.45257412682243336	3
eaudio	1	2	0	0	0	0.31757447619364365	3
jumped	0	0	0	1	2	0.31757447619364365	3
gadgester	0	0	0	2	1	0.31757447619364365	3
blackboard	0	0	0	2	1	0.31757447619364365	3
learnt	0	1	0	0	2	0.1224593312018546	3
urgency	0	1	0	2	0	0.2310585786300049	3
hellish	2	0	1	0	0	0.2310585786300049	3
laud	0	0	1	0	2	0.2310585786300049	3
buts	0	0	0	2	1	0.31757447619364365	3
unsecure	0	1	0	2	0	0.2310585786300049	3
fifa	0	1	0	0	2	0.1224593312018546	3
conquer	0	0	0	0	3	0.45257412682243336	3
gigabytes	1	0	0	0	2	0.0	3
hddv	0	0	0	1	2	0.31757447619364365	3
hedge	1	0	0	1	1	-0.34113089511908484	3
rebuttal	3	0	0	0	0	0.45257412682243336	3
kla	0	1	0	0	2	0.1224593312018546	3
fleet	0	0	1	1	1	-0.08257020646231472	3
platypus	0	0	0	0	3	0.45257412682243336	3
restricted	0	0	0	0	3	0.45257412682243336	3
hardrives	1	0	0	2	0	0.1224593312018546	3
gts	1	0	0	0	2	0.0	3
waited	1	1	0	0	1	-0.34113089511908484	3
unjam	0	0	1	1	1	-0.08257020646231472	3
fencoding	1	0	0	0	2	0.0	3
nooks	0	0	0	2	1	0.31757447619364365	3
pirated	1	1	0	0	1	-0.34113089511908484	3
equatorial	0	0	0	3	0	0.45257412682243336	3
ghoul	0	0	0	2	1	0.31757447619364365	3
bigtime	0	0	0	1	2	0.31757447619364365	3
unassuming	0	0	0	1	2	0.31757447619364365	3
nelson	0	1	1	1	0	-0.08257020646231472	3
eyed	0	1	1	0	1	-0.2310585786300049	3
namo	3	0	0	0	0	0.45257412682243336	3
precarious	0	0	1	0	2	0.2310585786300049	3
representitive	1	0	2	0	0	0.2310585786300049	3
estos	0	0	0	0	3	0.45257412682243336	3
esay	0	0	1	0	2	0.2310585786300049	3
breathless	0	0	0	1	2	0.31757447619364365	3
gsc	2	0	0	0	1	0.0	3
possiblities	1	0	0	2	0	0.1224593312018546	3
udp	0	0	0	0	3	0.45257412682243336	3
relativly	0	0	0	1	2	0.31757447619364365	3
gleefully	0	0	0	0	3	0.45257412682243336	3
frome	0	0	0	1	2	0.31757447619364365	3
gsp	0	1	0	0	2	0.1224593312018546	3
glamorous	0	0	0	0	3	0.45257412682243336	3
postpone	0	0	0	1	2	0.31757447619364365	3
fraudulent	3	0	0	0	0	0.45257412682243336	3
weenie	0	0	3	0	0	0.45257412682243336	3
wheeze	1	0	0	0	2	0.0	3
fairer	1	0	0	1	1	-0.34113089511908484	3
whiff	0	0	0	0	3	0.45257412682243336	3
uninteresting	1	1	0	0	1	-0.34113089511908484	3
psus	0	0	0	0	3	0.45257412682243336	3
wend	1	0	1	0	1	-0.34113089511908484	3
rwd	0	1	1	1	0	-0.08257020646231472	3
poodle	0	0	0	0	3	0.45257412682243336	3
hoover	0	0	0	1	2	0.31757447619364365	3
largefile	0	0	0	0	3	0.45257412682243336	3
qualiy	1	0	0	0	2	0.0	3
notched	0	1	0	2	0	0.2310585786300049	3
revealing	0	0	0	2	1	0.31757447619364365	3
undock	0	0	0	1	2	0.31757447619364365	3
kite	1	1	0	1	0	-0.2310585786300049	3
capitalism	2	0	0	0	1	0.0	3
cokin	0	0	0	1	2	0.31757447619364365	3
brough	0	0	0	0	3	0.45257412682243336	3
compaints	0	0	0	0	3	0.45257412682243336	3
regimen	0	1	0	1	1	-0.2310585786300049	3
calibrators	1	0	1	0	1	-0.34113089511908484	3
flexed	0	1	1	0	1	-0.2310585786300049	3
espically	0	0	1	0	2	0.2310585786300049	3
vrs	1	0	0	0	2	0.0	3
napa	0	0	0	1	2	0.31757447619364365	3
fiendishly	0	0	2	0	1	0.2310585786300049	3
recipts	1	0	1	1	0	-0.2310585786300049	3
jaggedness	2	0	1	0	0	0.2310585786300049	3
walter	0	0	0	0	3	0.45257412682243336	3
naps	0	0	0	0	3	0.45257412682243336	3
parody	0	0	1	0	2	0.2310585786300049	3
retouch	0	1	0	0	2	0.1224593312018546	3
pva	0	0	1	1	1	-0.08257020646231472	3
nails	1	0	1	0	1	-0.34113089511908484	3
kleenex	0	0	0	1	2	0.31757447619364365	3
computadora	0	0	0	2	1	0.31757447619364365	3
reforger	0	0	0	0	3	0.45257412682243336	3
chores	0	0	0	0	3	0.45257412682243336	3
nexcell	0	0	1	0	2	0.2310585786300049	3
lenghty	1	0	0	1	1	-0.34113089511908484	3
portible	0	0	0	1	2	0.31757447619364365	3
parenthesis	3	0	0	0	0	0.45257412682243336	3
userid	0	2	0	0	1	0.1224593312018546	3
unstall	1	0	1	1	0	-0.2310585786300049	3
plently	0	0	2	1	0	0.31757447619364365	3
uip	2	0	0	0	1	0.0	3
fono	3	0	0	0	0	0.45257412682243336	3
fone	0	0	0	0	3	0.45257412682243336	3
gta	1	0	0	0	2	0.0	3
centerline	0	0	0	1	2	0.31757447619364365	3
poe	0	0	0	2	1	0.31757447619364365	3
reshipment	3	0	0	0	0	0.45257412682243336	3
compromised	0	0	1	0	2	0.2310585786300049	3
